  0.1000000E-03  0.1000000E+07         300          17
  0.9820000000E+00  0.6900000000E+00  0.3610000000E+03  0.5000000000E-01  0.1000000000E+01  0.1300000000E+01
 -0.4224000000E+00 -0.1300000000E-01  0.1537850004E+01  0.2398890275E-01  0.1693949753E+01  0.5199095299E-02
 -0.4223919948E+00 -0.1351032388E-01  0.1537814999E+01  0.2493243254E-01  0.1693944988E+01  0.5407955014E-02
 -0.4223833487E+00 -0.1404068087E-01  0.1537775430E+01  0.2591423622E-01  0.1693937489E+01  0.5626972915E-02
 -0.4223740105E+00 -0.1459185739E-01  0.1537731902E+01  0.2693409993E-01  0.1693928520E+01  0.5854057388E-02
 -0.4223639247E+00 -0.1516467071E-01  0.1537687494E+01  0.2799273596E-01  0.1693922672E+01  0.6088255717E-02
 -0.4223530316E+00 -0.1575997022E-01  0.1537643140E+01  0.2908786332E-01  0.1693921930E+01  0.6324916116E-02
 -0.4223412664E+00 -0.1637863861E-01  0.1537595478E+01  0.3022488476E-01  0.1693921478E+01  0.6569334870E-02
 -0.4223285594E+00 -0.1702159326E-01  0.1537545771E+01  0.3140344232E-01  0.1693923031E+01  0.6818903357E-02
 -0.4223148352E+00 -0.1768978752E-01  0.1537490286E+01  0.3262217116E-01  0.1693922111E+01  0.7069440220E-02
 -0.4223000123E+00 -0.1838421221E-01  0.1537422564E+01  0.3388801096E-01  0.1693910672E+01  0.7328933897E-02
 -0.4222840028E+00 -0.1910589702E-01  0.1537340861E+01  0.3520228010E-01  0.1693886038E+01  0.7597052809E-02
 -0.4222667117E+00 -0.1985591206E-01  0.1537251784E+01  0.3656886596E-01  0.1693857893E+01  0.7877153943E-02
 -0.4222480364E+00 -0.2063536944E-01  0.1537153894E+01  0.3798991407E-01  0.1693824849E+01  0.8170057946E-02
 -0.4222278661E+00 -0.2144542496E-01  0.1537048298E+01  0.3946635066E-01  0.1693788953E+01  0.8474458464E-02
 -0.4222060812E+00 -0.2228727977E-01  0.1536932857E+01  0.4100660365E-01  0.1693748174E+01  0.8798652333E-02
 -0.4221825523E+00 -0.2316218215E-01  0.1536806751E+01  0.4260689885E-01  0.1693701807E+01  0.9135297848E-02
 -0.4221571398E+00 -0.2407142943E-01  0.1536671007E+01  0.4426944929E-01  0.1693651484E+01  0.9484996648E-02
 -0.4221296930E+00 -0.2501636983E-01  0.1536526374E+01  0.4599903977E-01  0.1693598762E+01  0.9850982441E-02
 -0.4221000491E+00 -0.2599840452E-01  0.1536369950E+01  0.4779734187E-01  0.1693540777E+01  0.1023245907E-01
 -0.4220680321E+00 -0.2701898964E-01  0.1536202713E+01  0.4966901784E-01  0.1693479781E+01  0.1063312244E-01
 -0.4220334520E+00 -0.2807963853E-01  0.1536024954E+01  0.5161406334E-01  0.1693415883E+01  0.1104950522E-01
 -0.4219961037E+00 -0.2918192392E-01  0.1535837295E+01  0.5363088579E-01  0.1693350092E+01  0.1147588973E-01
 -0.4219557656E+00 -0.3032748027E-01  0.1535640390E+01  0.5572626762E-01  0.1693283085E+01  0.1191965300E-01
 -0.4219121984E+00 -0.3151800622E-01  0.1535432201E+01  0.5790644382E-01  0.1693213658E+01  0.1238503609E-01
 -0.4218651435E+00 -0.3275526708E-01  0.1535204507E+01  0.6017208522E-01  0.1693129701E+01  0.1286940936E-01
 -0.4218143217E+00 -0.3404109746E-01  0.1534965816E+01  0.6252448982E-01  0.1693045215E+01  0.1337040848E-01
 -0.4217594315E+00 -0.3537740399E-01  0.1534720810E+01  0.6496838588E-01  0.1692966658E+01  0.1388995575E-01
 -0.4217001473E+00 -0.3676616814E-01  0.1534464820E+01  0.6752847410E-01  0.1692889210E+01  0.1446012182E-01
 -0.4216361172E+00 -0.3820944918E-01  0.1534204196E+01  0.7019055920E-01  0.1692821248E+01  0.1505414990E-01
 -0.4215669613E+00 -0.3970938720E-01  0.1533934483E+01  0.7295746096E-01  0.1692758256E+01  0.1567187221E-01
 -0.4214922693E+00 -0.4126820632E-01  0.1533680907E+01  0.7583577916E-01  0.1692738297E+01  0.1631718452E-01
 -0.4214115981E+00 -0.4288821794E-01  0.1533405962E+01  0.7880751969E-01  0.1692705980E+01  0.1696072328E-01
 -0.4213244689E+00 -0.4457182423E-01  0.1533126831E+01  0.8189177028E-01  0.1692688643E+01  0.1762435061E-01
 -0.4212303649E+00 -0.4632152163E-01  0.1532845629E+01  0.8507113936E-01  0.1692692542E+01  0.1828079436E-01
