  0.1000000E-03  0.1000000E+07         300          17
  0.9820000000E+00  0.6900000000E+00  0.3610000000E+03  0.8440000000E+00  0.1000000000E+01  0.3600000000E+01
 -0.3239900000E+01 -0.3600000000E-01  0.3139899497E+01  0.1603085726E-01  0.1461077965E+01  0.3197725762E-02
 -0.3239891995E+01 -0.3741320459E-01  0.3139887988E+01  0.1666389144E-01  0.1461073823E+01  0.3325371478E-02
 -0.3239883349E+01 -0.3888188548E-01  0.3139875876E+01  0.1732187609E-01  0.1461069495E+01  0.3458022736E-02
 -0.3239874010E+01 -0.4040822045E-01  0.3139863273E+01  0.1800552791E-01  0.1461065058E+01  0.3595769569E-02
 -0.3239863925E+01 -0.4199447274E-01  0.3139850066E+01  0.1871610592E-01  0.1461060454E+01  0.3738946544E-02
 -0.3239853032E+01 -0.4364299445E-01  0.3139836329E+01  0.1945484118E-01  0.1461055721E+01  0.3887857188E-02
 -0.3239841266E+01 -0.4535623000E-01  0.3139822484E+01  0.2022006314E-01  0.1461051122E+01  0.4041275436E-02
 -0.3239828559E+01 -0.4713671978E-01  0.3139810241E+01  0.2101320367E-01  0.1461047527E+01  0.4199697395E-02
 -0.3239814835E+01 -0.4898710391E-01  0.3139800134E+01  0.2183712870E-01  0.1461045231E+01  0.4364168816E-02
 -0.3239800012E+01 -0.5091012613E-01  0.3139789994E+01  0.2269396110E-01  0.1461043141E+01  0.4535395457E-02
 -0.3239784003E+01 -0.5290863790E-01  0.3139782949E+01  0.2358770193E-01  0.1461042909E+01  0.4715005391E-02
 -0.3239766712E+01 -0.5498560261E-01  0.3139774825E+01  0.2451581930E-01  0.1461042458E+01  0.4901305815E-02
 -0.3239748036E+01 -0.5714410000E-01  0.3139764711E+01  0.2548019777E-01  0.1461041319E+01  0.5094912289E-02
 -0.3239727866E+01 -0.5938733067E-01  0.3139754291E+01  0.2648250305E-01  0.1461040328E+01  0.5296164368E-02
 -0.3239706081E+01 -0.6171862089E-01  0.3139741268E+01  0.2752491689E-01  0.1461038404E+01  0.5505526274E-02
 -0.3239682552E+01 -0.6414142750E-01  0.3139727257E+01  0.2860750354E-01  0.1461036292E+01  0.5722722928E-02
 -0.3239657140E+01 -0.6665934304E-01  0.3139708176E+01  0.2973144678E-01  0.1461031774E+01  0.5947920888E-02
 -0.3239629693E+01 -0.6927610108E-01  0.3139687035E+01  0.3088554596E-01  0.1461026498E+01  0.6174772992E-02
 -0.3239600049E+01 -0.7199558174E-01  0.3139673012E+01  0.3204608804E-01  0.1461025348E+01  0.6390340198E-02
 -0.3239568032E+01 -0.7482181747E-01  0.3139660401E+01  0.3325227749E-01  0.1461025375E+01  0.6614482029E-02
 -0.3239533452E+01 -0.7775899901E-01  0.3139649201E+01  0.3450666564E-01  0.1461026649E+01  0.6847866649E-02
 -0.3239496104E+01 -0.8081148162E-01  0.3139638484E+01  0.3581228131E-01  0.1461028700E+01  0.7091342158E-02
 -0.3239455766E+01 -0.8398379152E-01  0.3139614176E+01  0.3716854785E-01  0.1461024022E+01  0.7344325290E-02
 -0.3239412198E+01 -0.8728063261E-01  0.3139579287E+01  0.3859342695E-01  0.1461014315E+01  0.7615087208E-02
 -0.3239365143E+01 -0.9070689346E-01  0.3139541783E+01  0.4008176056E-01  0.1461003879E+01  0.7900184991E-02
 -0.3239314322E+01 -0.9426765451E-01  0.3139509123E+01  0.4165789100E-01  0.1460997168E+01  0.8211744023E-02
 -0.3239259432E+01 -0.9796819566E-01  0.3139477446E+01  0.4331009294E-01  0.1460991874E+01  0.8543074971E-02
 -0.3239200147E+01 -0.1018140041E+00  0.3139448081E+01  0.4503273340E-01  0.1460988753E+01  0.8890115824E-02
 -0.3239136117E+01 -0.1058107824E+00  0.3139421625E+01  0.4682547735E-01  0.1460988022E+01  0.9252227964E-02
 -0.3239066961E+01 -0.1099644569E+00  0.3139395922E+01  0.4868700975E-01  0.1460988746E+01  0.9627682478E-02
 -0.3238992269E+01 -0.1142811867E+00  0.3139370758E+01  0.5061923889E-01  0.1460990885E+01  0.1001654012E-01
 -0.3238911598E+01 -0.1187673728E+00  0.3139344613E+01  0.5261958762E-01  0.1460993983E+01  0.1041607280E-01
 -0.3238824469E+01 -0.1234296671E+00  0.3139312692E+01  0.5468878993E-01  0.1460995160E+01  0.1082611891E-01
 -0.3238730365E+01 -0.1282749830E+00  0.3139266427E+01  0.5683171608E-01  0.1460989720E+01  0.1124842475E-01
 -0.3238628728E+01 -0.1333105050E+00  0.3139208622E+01  0.5905910081E-01  0.1460979128E+01  0.1168730922E-01
 -0.3238518954E+01 -0.1385436999E+00  0.3139139417E+01  0.6138582351E-01  0.1460963592E+01  0.1214904510E-01
 -0.3238400393E+01 -0.1439823275E+00  0.3139061845E+01  0.6381144547E-01  0.1460944479E+01  0.1263297159E-01
 -0.3238272340E+01 -0.1496344521E+00  0.3138977635E+01  0.6634949810E-01  0.1460922267E+01  0.1314385186E-01
 -0.3238134037E+01 -0.1555084547E+00  0.3138887126E+01  0.6899056557E-01  0.1460896542E+01  0.1367674127E-01
 -0.3237984662E+01 -0.1616130453E+00  0.3138802425E+01  0.7174365464E-01  0.1460873101E+01  0.1423420576E-01
 -0.3237823330E+01 -0.1679572758E+00  0.3138730588E+01  0.7461017831E-01  0.1460855615E+01  0.1481550632E-01
 -0.3237649082E+01 -0.1745505533E+00  0.3138671494E+01  0.7760059594E-01  0.1460843502E+01  0.1542396908E-01
 -0.3237460886E+01 -0.1814026545E+00  0.3138623954E+01  0.8072104948E-01  0.1460835998E+01  0.1606185044E-01
 -0.3237257623E+01 -0.1885237396E+00  0.3138588239E+01  0.8396491067E-01  0.1460832748E+01  0.1672400518E-01
 -0.3237038090E+01 -0.1959243677E+00  0.3138567892E+01  0.8732962697E-01  0.1460835654E+01  0.1740699758E-01
 -0.3236800982E+01 -0.2036155126E+00  0.3138573227E+01  0.9082749148E-01  0.1460849974E+01  0.1811607751E-01
 -0.3236544893E+01 -0.2116085786E+00  0.3138606537E+01  0.9446838137E-01  0.1460877338E+01  0.1885409084E-01
 -0.3236268303E+01 -0.2199154179E+00  0.3138672055E+01  0.9825733975E-01  0.1460920399E+01  0.1962337914E-01
 -0.3235969572E+01 -0.2285483478E+00  0.3138775543E+01  0.1020709321E+00  0.1460979600E+01  0.2035705144E-01
 -0.3235646927E+01 -0.2375201693E+00  0.3138821327E+01  0.1060510777E+00  0.1461007671E+01  0.2112880783E-01
 -0.3235298453E+01 -0.2468441857E+00  0.3138887364E+01  0.1102115639E+00  0.1461045661E+01  0.2194203399E-01
 -0.3234922083E+01 -0.2565342228E+00  0.3138965078E+01  0.1145189019E+00  0.1461090273E+01  0.2277625372E-01
 -0.3234515583E+01 -0.2666046489E+00  0.3139027990E+01  0.1190707389E+00  0.1461128709E+01  0.2368112019E-01
 -0.3234076543E+01 -0.2770703965E+00  0.3139077413E+01  0.1238237362E+00  0.1461162447E+01  0.2463316325E-01
 -0.3233602356E+01 -0.2879469841E+00  0.3139084191E+01  0.1287805365E+00  0.1461177511E+01  0.2562886067E-01
 -0.3233090209E+01 -0.2992505396E+00  0.3139074437E+01  0.1339656457E+00  0.1461185666E+01  0.2667685011E-01
 -0.3232537064E+01 -0.3109978239E+00  0.3139073185E+01  0.1393891878E+00  0.1461199127E+01  0.2777945767E-01
 -0.3231939639E+01 -0.3232062559E+00  0.3139085046E+01  0.1450224992E+00  0.1461221726E+01  0.2892293127E-01
 -0.3231294388E+01 -0.3358939382E+00  0.3139110751E+01  0.1508678180E+00  0.1461253790E+01  0.3010572467E-01
 -0.3230597483E+01 -0.3490796842E+00  0.3139168937E+01  0.1569459112E+00  0.1461305033E+01  0.3133360115E-01
 -0.3229844789E+01 -0.3627830456E+00  0.3139238530E+01  0.1632883470E+00  0.1461363453E+01  0.3262134785E-01
 -0.3229031840E+01 -0.3770243418E+00  0.3139427392E+01  0.1698624286E+00  0.1461482750E+01  0.3394386385E-01
 -0.3228153813E+01 -0.3918246898E+00  0.3139570961E+01  0.1767737475E+00  0.1461578813E+01  0.3535322407E-01
 -0.3227205497E+01 -0.4072060356E+00  0.3139703200E+01  0.1839873742E+00  0.1461667819E+01  0.3682426511E-01
 -0.3226181267E+01 -0.4231911866E+00  0.3139810566E+01  0.1914972819E+00  0.1461746071E+01  0.3834552472E-01
 -0.3225075045E+01 -0.4398038456E+00  0.3139762403E+01  0.1994019145E+00  0.1461759411E+01  0.3996407725E-01
 -0.3223880266E+01 -0.4570686460E+00  0.3139663856E+01  0.2077047138E+00  0.1461759357E+01  0.4168494567E-01
 -0.3222589843E+01 -0.4750111878E+00  0.3139549635E+01  0.2163479895E+00  0.1461761034E+01  0.4347306042E-01
 -0.3221196119E+01 -0.4936580764E+00  0.3139352423E+01  0.2253851425E+00  0.1461732127E+01  0.4535411553E-01
 -0.3219690824E+01 -0.5130369613E+00  0.3139233664E+01  0.2348072255E+00  0.1461756738E+01  0.4731175879E-01
 -0.3218065026E+01 -0.5331765776E+00  0.3139163740E+01  0.2446959904E+00  0.1461819479E+01  0.4938166773E-01
 -0.3216309079E+01 -0.5541067883E+00  0.3138978303E+01  0.2551200541E+00  0.1461837166E+01  0.5159587422E-01
 -0.3214412565E+01 -0.5758586287E+00  0.3138480507E+01  0.2661114476E+00  0.1461724531E+01  0.5395633844E-01
 -0.3212364230E+01 -0.5984643524E+00  0.3137734931E+01  0.2774309598E+00  0.1461511734E+01  0.5634551089E-01
 -0.3210151921E+01 -0.6219574793E+00  0.3137034317E+01  0.2890512086E+00  0.1461327747E+01  0.5874515777E-01
 -0.3207762511E+01 -0.6463728449E+00  0.3136395452E+01  0.3013825222E+00  0.1461195942E+01  0.6135183725E-01
 -0.3205181824E+01 -0.6717466523E+00  0.3135906440E+01  0.3144262273E+00  0.1461157658E+01  0.6414703090E-01
 -0.3202394546E+01 -0.6981165259E+00  0.3135137691E+01  0.3283065312E+00  0.1461005641E+01  0.6718556637E-01
 -0.3199384140E+01 -0.7255215669E+00  0.3133971819E+01  0.3426393613E+00  0.1460673848E+01  0.7027928824E-01
 -0.3196132744E+01 -0.7540024115E+00  0.3132606186E+01  0.3579125054E+00  0.1460287514E+01  0.7364179483E-01
 -0.3192621066E+01 -0.7836012911E+00  0.3131276672E+01  0.3737298488E+00  0.1459957256E+01  0.7705336096E-01
 -0.3188828270E+01 -0.8143620950E+00  0.3129556176E+01  0.3905390562E+00  0.1459493539E+01  0.8075425321E-01
 -0.3184731851E+01 -0.8463304352E+00  0.3127449785E+01  0.4080854390E+00  0.1458887488E+01  0.8460597051E-01
 -0.3180307505E+01 -0.8795537144E+00  0.3124626424E+01  0.4268053962E+00  0.1457995763E+01  0.8883656934E-01
 -0.3175528979E+01 -0.9140811961E+00  0.3121676447E+01  0.4459020933E+00  0.1457082173E+01  0.9299847620E-01
 -0.3170367921E+01 -0.9499640777E+00  0.3118388400E+01  0.4658875498E+00  0.1456052540E+01  0.9733948205E-01
 -0.3164793707E+01 -0.9872555664E+00  0.3114225847E+01  0.4873639600E+00  0.1454687913E+01  0.1021601031E+00
 -0.3158773265E+01 -0.1026010958E+01  0.3110009022E+01  0.5092481006E+00  0.1453355796E+01  0.1068396139E+00
 -0.3152270872E+01 -0.1066287719E+01  0.3105484449E+01  0.5324740485E+00  0.1451944811E+01  0.1118399863E+00
