  0.2997123E+01  0.1620391E-01  0.0000000E+00           4          45
  0.4066299E-03  0.1626028E+00 -0.1728955E-02 -0.5223665E-02 -0.1026085E-01  0.1305663E+00  0.2805972E-02  0.7383624E-03  0.1223442E-02
  0.2147299E-02  0.1624772E+00 -0.1724793E-02 -0.5206766E-02 -0.1025417E-01  0.1304598E+00  0.2801647E-02  0.7063404E-03  0.1227276E-02
  0.5298540E-02  0.1622489E+00 -0.1717130E-02 -0.5174373E-02 -0.1024202E-01  0.1302662E+00  0.2793757E-02  0.6433541E-03  0.1235010E-02
  0.9895107E-02  0.1619140E+00 -0.1705664E-02 -0.5126739E-02 -0.1022416E-01  0.1299822E+00  0.2782108E-02  0.5515905E-03  0.1246244E-02
  0.1598718E-01  0.1614667E+00 -0.1689945E-02 -0.5062849E-02 -0.1020023E-01  0.1296027E+00  0.2766422E-02  0.4299530E-03  0.1261083E-02
  0.2364191E-01  0.1608993E+00 -0.1669367E-02 -0.4981374E-02 -0.1016976E-01  0.1291210E+00  0.2746323E-02  0.2770742E-03  0.1279653E-02
  0.3294489E-01  0.1602019E+00 -0.1643145E-02 -0.4880655E-02 -0.1013212E-01  0.1285288E+00  0.2721337E-02  0.9133130E-04  0.1302100E-02
  0.4400190E-01  0.1593623E+00 -0.1610303E-02 -0.4758698E-02 -0.1008658E-01  0.1278157E+00  0.2690882E-02 -0.1291198E-03  0.1328579E-02
  0.5694129E-01  0.1583656E+00 -0.1569642E-02 -0.4613164E-02 -0.1003218E-01  0.1269692E+00  0.2654261E-02 -0.3862812E-03  0.1359247E-02
  0.7191678E-01  0.1571941E+00 -0.1519725E-02 -0.4441379E-02 -0.9967835E-02  0.1259747E+00  0.2610655E-02 -0.6822148E-03  0.1394249E-02
  0.8911105E-01  0.1558269E+00 -0.1458848E-02 -0.4240361E-02 -0.9892203E-02  0.1248150E+00  0.2559117E-02 -0.1018897E-02  0.1433692E-02
  0.1087402E+00  0.1542394E+00 -0.1385022E-02 -0.4006867E-02 -0.9803725E-02  0.1234704E+00  0.2498573E-02 -0.1398014E-02  0.1477618E-02
  0.1310591E+00  0.1524034E+00 -0.1295966E-02 -0.3737487E-02 -0.9700572E-02  0.1219187E+00  0.2427821E-02 -0.1820667E-02  0.1525960E-02
  0.1563683E+00  0.1502859E+00 -0.1189117E-02 -0.3428795E-02 -0.9580616E-02  0.1201346E+00  0.2345553E-02 -0.2286987E-02  0.1578488E-02
  0.1850223E+00  0.1478498E+00 -0.1061674E-02 -0.3077574E-02 -0.9441405E-02  0.1180902E+00  0.2250377E-02 -0.2795603E-02  0.1634736E-02
