  0.8467350E+00  0.1766823E-02  0.0000000E+00           4          45
  0.4066299E-03  0.1188654E-01 -0.6209385E-03  0.1705043E-01 -0.7008141E-02  0.2554843E-01 -0.8976079E-02 -0.7443122E-02  0.3534694E-02
  0.2147299E-02  0.1184656E-01 -0.6064776E-03  0.1698868E-01 -0.6984288E-02  0.2547772E-01 -0.8947517E-02 -0.7421122E-02  0.3526936E-02
  0.5298540E-02  0.1177460E-01 -0.5805358E-03  0.1687809E-01 -0.6941333E-02  0.2535041E-01 -0.8895945E-02 -0.7381980E-02  0.3513266E-02
  0.9895107E-02  0.1167056E-01 -0.5432426E-03  0.1671733E-01 -0.6879200E-02  0.2516625E-01 -0.8821029E-02 -0.7324366E-02  0.3493077E-02
  0.1598718E-01  0.1153433E-01 -0.4948093E-03  0.1650535E-01 -0.6797794E-02  0.2492494E-01 -0.8722309E-02 -0.7247166E-02  0.3465912E-02
  0.2364191E-01  0.1136578E-01 -0.4355426E-03  0.1624083E-01 -0.6697003E-02  0.2462610E-01 -0.8599194E-02 -0.7148952E-02  0.3431178E-02
  0.3294489E-01  0.1116479E-01 -0.3658691E-03  0.1592225E-01 -0.6576703E-02  0.2426921E-01 -0.8450982E-02 -0.7028009E-02  0.3388151E-02
  0.4400190E-01  0.1093123E-01 -0.2863655E-03  0.1554792E-01 -0.6436771E-02  0.2385367E-01 -0.8276877E-02 -0.6882387E-02  0.3335991E-02
  0.5694129E-01  0.1066499E-01 -0.1977958E-03  0.1511613E-01 -0.6277094E-02  0.2337873E-01 -0.8076017E-02 -0.6709965E-02  0.3273761E-02
  0.7191678E-01  0.1036602E-01 -0.1011538E-03  0.1462525E-01 -0.6097588E-02  0.2284351E-01 -0.7847518E-02 -0.6508544E-02  0.3200447E-02
  0.8911105E-01  0.1003432E-01  0.2290648E-05  0.1407392E-01 -0.5898223E-02  0.2224699E-01 -0.7590529E-02 -0.6275967E-02  0.3115003E-02
  0.1087402E+00  0.9670039E-02  0.1109417E-03  0.1346122E-01 -0.5679039E-02  0.2158797E-01 -0.7304314E-02 -0.6010283E-02  0.3016393E-02
  0.1310591E+00  0.9273440E-02  0.2228298E-03  0.1278702E-01 -0.5440188E-02  0.2086513E-01 -0.6988350E-02 -0.5709943E-02  0.2903663E-02
  0.1563683E+00  0.8845011E-02  0.3355705E-03  0.1205221E-01 -0.5181966E-02  0.2007700E-01 -0.6642453E-02 -0.5374048E-02  0.2776015E-02
  0.1850223E+00  0.8385518E-02  0.4463365E-03  0.1125908E-01 -0.4904865E-02  0.1922208E-01 -0.6266928E-02 -0.5002631E-02  0.2632913E-02
  0.2174401E+00  0.7896095E-02  0.5518565E-03  0.1041172E-01 -0.4609631E-02  0.1829890E-01 -0.5862732E-02 -0.4596976E-02  0.2474190E-02
