1.000000e-04	3.568845e+00	2.946528e-01	2.283177e+00	-2.885173e-01	-3.309224e+00	1.148540e+00	-2.812168e-01	-1.181960e-01
1.359356e-04	3.568675e+00	2.946220e-01	2.283183e+00	-2.885053e-01	-3.309157e+00	1.148523e+00	-2.810011e-01	-1.181578e-01
1.847850e-04	3.569222e+00	2.947219e-01	2.283187e+00	-2.885442e-01	-3.309382e+00	1.148589e+00	-2.817013e-01	-1.182826e-01
2.511886e-04	3.569989e+00	2.948617e-01	2.283192e+00	-2.885986e-01	-3.309696e+00	1.148681e+00	-2.826774e-01	-1.184564e-01
3.414549e-04	3.571032e+00	2.950521e-01	2.283200e+00	-2.886727e-01	-3.310123e+00	1.148806e+00	-2.840028e-01	-1.186923e-01
4.641589e-04	3.572354e+00	2.952932e-01	2.283209e+00	-2.887665e-01	-3.310664e+00	1.148964e+00	-2.856792e-01	-1.189905e-01
6.309573e-04	3.574227e+00	2.956347e-01	2.283222e+00	-2.888994e-01	-3.311429e+00	1.149186e+00	-2.880555e-01	-1.194132e-01
8.576959e-04	3.576912e+00	2.961240e-01	2.283238e+00	-2.890900e-01	-3.312524e+00	1.149505e+00	-2.914642e-01	-1.200195e-01
1.165914e-03	3.580386e+00	2.967568e-01	2.283256e+00	-2.893367e-01	-3.313939e+00	1.149917e+00	-2.958814e-01	-1.208051e-01
1.584893e-03	3.585011e+00	2.975984e-01	2.283272e+00	-2.896650e-01	-3.315817e+00	1.150464e+00	-3.017769e-01	-1.218533e-01
2.154435e-03	3.591585e+00	2.987933e-01	2.283280e+00	-2.901317e-01	-3.318476e+00	1.151239e+00	-3.101908e-01	-1.233489e-01
2.928645e-03	3.600662e+00	3.004401e-01	2.283264e+00	-2.907762e-01	-3.322127e+00	1.152304e+00	-3.218639e-01	-1.254233e-01
3.981072e-03	3.612503e+00	3.025836e-01	2.283196e+00	-2.916170e-01	-3.326856e+00	1.153687e+00	-3.371971e-01	-1.281470e-01
5.411695e-03	3.628673e+00	3.055008e-01	2.283010e+00	-2.927652e-01	-3.333248e+00	1.155560e+00	-3.583379e-01	-1.319001e-01
7.356423e-03	3.650453e+00	3.094119e-01	2.282592e+00	-2.943121e-01	-3.341739e+00	1.158055e+00	-3.871783e-01	-1.370164e-01
1.000000e-02	3.679366e+00	3.145702e-01	2.281735e+00	-2.963660e-01	-3.352796e+00	1.161319e+00	-4.261220e-01	-1.439183e-01
1.359356e-02	3.718006e+00	3.213980e-01	2.280015e+00	-2.991117e-01	-3.367171e+00	1.165586e+00	-4.794028e-01	-1.533489e-01
1.847850e-02	3.767508e+00	3.300232e-01	2.276799e+00	-3.026306e-01	-3.384885e+00	1.170885e+00	-5.498246e-01	-1.657925e-01
2.511886e-02	3.834336e+00	3.414245e-01	2.270551e+00	-3.073841e-01	-3.407501e+00	1.177719e+00	-6.489294e-01	-1.832671e-01
3.414549e-02	3.921043e+00	3.557622e-01	2.259081e+00	-3.135564e-01	-3.434588e+00	1.186015e+00	-7.845480e-01	-2.071181e-01
4.641589e-02	4.024024e+00	3.719975e-01	2.239868e+00	-3.208956e-01	-3.463067e+00	1.194909e+00	-9.571923e-01	-2.373857e-01
6.309573e-02	4.155395e+00	3.906905e-01	2.202952e+00	-3.302768e-01	-3.491586e+00	1.204042e+00	-1.202239e+00	-2.801630e-01
8.576959e-02	4.317735e+00	4.093478e-01	2.133770e+00	-3.419011e-01	-3.512932e+00	1.210905e+00	-1.549896e+00	-3.405702e-01
1.165914e-01	4.492887e+00	4.222767e-01	2.022734e+00	-3.544910e-01	-3.515005e+00	1.211367e+00	-1.993085e+00	-4.172123e-01
1.584893e-01	4.660249e+00	4.165241e-01	1.838955e+00	-3.665941e-01	-3.476530e+00	1.195896e+00	-2.551092e+00	-5.131726e-01
2.154435e-01	4.802200e+00	3.730595e-01	1.539237e+00	-3.768675e-01	-3.377682e+00	1.150525e+00	-3.248603e+00	-6.325679e-01
2.928645e-01	4.868610e+00	2.659700e-01	1.094575e+00	-3.814938e-01	-3.201112e+00	1.057339e+00	-4.018760e+00	-7.637785e-01
3.981072e-01	4.799423e+00	7.519258e-02	5.326616e-01	-3.755131e-01	-2.968251e+00	9.025924e-01	-4.635999e+00	-8.683300e-01
5.411695e-01	4.546788e+00	-1.895452e-01	-7.010161e-02	-3.542318e-01	-2.721014e+00	6.795307e-01	-4.804048e+00	-8.954755e-01
7.356423e-01	4.050954e+00	-4.414541e-01	-5.287838e-01	-3.126403e-01	-2.480037e+00	4.223133e-01	-4.241065e+00	-7.960108e-01
1.000000e+00	3.239980e+00	-5.330268e-01	-6.458486e-01	-2.470050e-01	-2.159176e+00	1.924542e-01	-2.891873e+00	-5.563475e-01
1.359356e+00	2.107252e+00	-3.929328e-01	-4.375008e-01	-1.602172e-01	-1.575198e+00	5.295550e-02	-1.349853e+00	-2.750578e-01
1.847850e+00	1.015353e+00	-1.760709e-01	-1.783790e-01	-7.880987e-02	-8.434702e-01	4.684032e-03	-3.878165e-01	-8.989760e-02
2.511886e+00	3.097483e-01	-4.197778e-02	-3.788428e-02	-2.496769e-02	-2.740801e-01	-1.621639e-03	-4.803215e-02	-1.622714e-02
3.414549e+00	8.973196e-02	-1.397870e-02	-9.205269e-03	-6.162783e-03	-6.325879e-02	-3.032257e-04	-1.437324e-02	-4.418891e-03
4.641589e+00	3.768961e-02	-8.430550e-03	-3.211424e-03	-1.533214e-03	-1.350723e-02	-1.529715e-05	-7.731773e-03	-1.735540e-03
