2.511886e-02	3.078088e+00	1.053432e+01	2.123945e-01	-2.355634e+00	1.101990e+00	1.131790e+01	-1.543041e-01	3.312363e+00	-2.264880e+00	-2.383743e+01	4.515664e-01	-4.782182e+01	-3.023985e-01	7.620811e+01	-7.206743e-02	3.578765e+01
3.285993e-02	3.180295e+00	1.013819e+01	2.257471e-01	-1.975820e+00	1.121845e+00	1.548500e+01	-1.592524e-01	3.280302e+00	-2.321846e+00	-2.287252e+01	4.615930e-01	-4.244965e+01	-3.591395e-01	7.445004e+01	-8.059819e-02	3.521935e+01
4.298662e-02	3.292254e+00	9.753775e+00	2.402571e-01	-1.595292e+00	1.142491e+00	1.827080e+01	-1.646710e-01	3.243441e+00	-2.382979e+00	-2.192204e+01	4.724471e-01	-3.855763e+01	-4.245839e-01	7.262174e+01	-9.037474e-02	3.461103e+01
5.623413e-02	3.448105e+00	9.171471e+00	2.599571e-01	-1.007817e+00	1.168099e+00	2.113601e+01	-1.722126e-01	3.178721e+00	-2.464713e+00	-2.048360e+01	4.871771e-01	-3.396125e+01	-5.246640e-01	6.961780e+01	-1.051666e-01	3.356464e+01
7.356423e-02	3.640293e+00	8.570919e+00	2.836460e-01	-3.858594e-01	1.195986e+00	2.306441e+01	-1.815116e-01	3.101089e+00	-2.561562e+00	-1.901875e+01	5.048934e-01	-3.001312e+01	-6.586251e-01	6.616742e+01	-1.247967e-01	3.228932e+01
9.623506e-02	3.865514e+00	7.722211e+00	3.097713e-01	4.847379e-01	1.220684e+00	2.459905e+01	-1.924139e-01	2.974937e+00	-2.667011e+00	-1.699264e+01	5.246578e-01	-2.530347e+01	-8.376463e-01	6.088166e+01	-1.507111e-01	3.024214e+01
1.258925e-01	4.149501e+00	6.877031e+00	3.391021e-01	1.317513e+00	1.238015e+00	2.498247e+01	-2.061807e-01	2.826774e+00	-2.787283e+00	-1.505660e+01	5.477440e-01	-2.125161e+01	-1.099208e+00	5.508745e+01	-1.881353e-01	2.787348e+01
1.646898e-01	4.465545e+00	5.789860e+00	3.658506e-01	2.291111e+00	1.236376e+00	2.429542e+01	-2.215383e-01	2.603758e+00	-2.902544e+00	-1.268909e+01	5.706044e-01	-1.669951e+01	-1.443442e+00	4.721441e+01	-2.368363e-01	2.450489e+01
2.154435e-01	4.794646e+00	4.688651e+00	3.797576e-01	3.118398e+00	1.194762e+00	2.234055e+01	-2.376240e-01	2.334840e+00	-2.991654e+00	-1.047242e+01	5.885158e-01	-1.276406e+01	-1.894068e+00	3.889285e+01	-2.998350e-01	2.075222e+01
2.818383e-01	5.118493e+00	3.538575e+00	3.662085e-01	3.705941e+00	1.087473e+00	1.918887e+01	-2.536062e-01	1.992861e+00	-3.035600e+00	-8.334877e+00	5.952818e-01	-9.082076e+00	-2.473443e+00	2.988307e+01	-3.800302e-01	1.647164e+01
3.686945e-01	5.377879e+00	2.418772e+00	3.026331e-01	3.888453e+00	8.863487e-01	1.489580e+01	-2.666360e-01	1.577616e+00	-3.006292e+00	-6.421042e+00	5.800123e-01	-5.862195e+00	-3.145913e+00	2.071876e+01	-4.722904e-01	1.186328e+01
4.823178e-01	5.498445e+00	1.508720e+00	1.648804e-01	3.479967e+00	5.754341e-01	1.018778e+01	-2.729910e-01	1.127908e+00	-2.892330e+00	-4.920734e+00	5.299006e-01	-3.387081e+00	-3.796542e+00	1.274706e+01	-5.608575e-01	7.587532e+00
6.309573e-01	5.406979e+00	8.726141e-01	-5.250296e-02	2.591658e+00	1.796483e-01	5.890698e+00	-2.687267e-01	6.934983e-01	-2.717419e+00	-3.710589e+00	4.361351e-01	-1.671894e+00	-4.201034e+00	6.659059e+00	-6.153464e-01	4.118346e+00
8.254042e-01	5.036321e+00	5.003915e-01	-3.001455e-01	1.501059e+00	-2.024477e-01	2.630940e+00	-2.500625e-01	3.311906e-01	-2.524018e+00	-2.644061e+00	3.068601e-01	-6.522755e-01	-4.078299e+00	2.713625e+00	-5.976265e-01	1.730722e+00
1.079775e+00	4.320239e+00	3.300092e-01	-4.637769e-01	6.526254e-01	-4.240349e-01	8.948682e-01	-2.138940e-01	1.124613e-01	-2.294541e+00	-1.729918e+00	1.709853e-01	-2.166625e-01	-3.261638e+00	8.969063e-01	-4.837933e-01	5.647740e-01
1.412538e+00	3.214783e+00	2.245548e-01	-4.425110e-01	1.855433e-01	-4.061996e-01	1.887123e-01	-1.592434e-01	1.338440e-02	-1.896398e+00	-9.534497e-01	6.599906e-02	-5.956880e-02	-1.972144e+00	2.184200e-01	-3.015598e-01	1.186542e-01
1.847850e+00	1.932041e+00	1.429573e-01	-2.751590e-01	2.477995e-02	-2.410964e-01	8.989725e-03	-9.697748e-02	-1.098476e-02	-1.274278e+00	-4.300577e-01	1.468940e-02	-1.685527e-02	-8.481856e-01	3.664308e-02	-1.377484e-01	9.263578e-03
2.417315e+00	8.391631e-01	8.912104e-02	-1.064737e-01	-4.641864e-03	-8.756793e-02	-1.045690e-02	-4.345252e-02	-9.554895e-03	-6.111489e-01	-1.666676e-01	-1.582888e-04	-6.639223e-03	-2.204328e-01	-8.519271e-04	-4.091428e-02	-3.376285e-03
3.162278e+00	2.520976e-01	5.762903e-02	-2.645739e-02	-3.521243e-03	-1.889833e-02	-4.625717e-03	-1.327806e-02	-4.786576e-03	-1.881451e-01	-5.704522e-02	-6.802784e-04	-3.370179e-03	-3.328949e-02	-7.476067e-03	-8.103372e-03	-1.101406e-03
4.136820e+00	8.044595e-02	3.994471e-02	-1.166291e-02	-2.876093e-03	-5.597373e-03	-2.506927e-03	-3.277050e-03	-2.284797e-03	-4.211025e-02	-2.288156e-02	2.218962e-05	-1.544315e-03	-1.558722e-02	-7.566556e-03	-2.968442e-03	-5.966483e-04
5.411695e+00	4.519960e-02	2.984213e-02	-8.767858e-03	-3.138429e-03	-3.019075e-03	-1.742894e-03	-1.174672e-03	-1.317357e-03	-1.362207e-02	-1.112638e-02	6.007301e-05	-7.644301e-04	-1.036556e-02	-5.971677e-03	-1.662841e-03	-5.115324e-04
7.079458e+00	2.995063e-02	2.163473e-02	-6.753822e-03	-3.219439e-03	-1.797756e-03	-1.192525e-03	-4.811870e-04	-7.400799e-04	-4.941657e-03	-6.131286e-03	4.308943e-05	-3.193938e-04	-6.688345e-03	-3.875358e-03	-9.827035e-04	-4.367697e-04
9.261187e+00	2.133691e-02	1.583537e-02	-4.927625e-03	-2.859427e-03	-1.026253e-03	-7.587834e-04	-2.857208e-04	-4.339722e-04	-3.021960e-03	-3.516657e-03	1.509761e-05	-1.344447e-04	-3.672803e-03	-2.409388e-03	-5.438042e-04	-3.061286e-04
1.211528e+01	1.496843e-02	1.162395e-02	-3.563884e-03	-2.435784e-03	-5.790685e-04	-4.667958e-04	-1.595668e-04	-2.467532e-04	-1.675625e-03	-1.960870e-03	3.432628e-06	-3.636745e-05	-2.040863e-03	-1.432446e-03	-3.064196e-04	-2.073863e-04
1.584893e+01	1.076964e-02	8.444817e-03	-2.630219e-03	-1.929877e-03	-3.278989e-04	-2.765460e-04	-8.887978e-05	-1.424395e-04	-9.188167e-04	-1.112130e-03	-1.657448e-06	3.286842e-08	-1.131542e-03	-8.190021e-04	-1.744916e-04	-1.313762e-04
2.073322e+01	7.559497e-03	6.257113e-03	-1.878758e-03	-1.538140e-03	-1.781971e-04	-1.616104e-04	-4.844630e-05	-8.027947e-05	-4.910824e-04	-6.097700e-04	-3.137657e-06	1.615308e-05	-5.957806e-04	-4.562582e-04	-9.703782e-05	-8.320343e-05
2.712273e+01	5.554318e-03	4.586592e-03	-1.395332e-03	-1.174021e-03	-1.033719e-04	-9.490520e-05	-2.843467e-05	-4.716002e-05	-2.833515e-04	-3.519536e-04	-2.867047e-06	1.491235e-05	-3.358512e-04	-2.574956e-04	-5.739375e-05	-5.111738e-05
3.548134e+01	4.011976e-03	3.384217e-03	-1.016112e-03	-8.995781e-04	-5.674002e-05	-5.303852e-05	-1.601812e-05	-2.633407e-05	-1.567437e-04	-1.913761e-04	-2.170739e-06	1.255635e-05	-1.781723e-04	-1.358708e-04	-3.224536e-05	-3.031218e-05
4.641589e+01	2.909492e-03	2.519921e-03	-7.401790e-04	-6.845156e-04	-3.227713e-05	-3.138813e-05	-9.330236e-06	-1.564793e-05	-9.020565e-05	-1.117946e-04	-1.405549e-06	8.530790e-06	-9.947523e-05	-7.812662e-05	-1.854322e-05	-1.837903e-05
6.072022e+01	2.153529e-03	1.826743e-03	-5.499619e-04	-5.059286e-04	-1.802915e-05	-1.703919e-05	-5.361446e-06	-8.600736e-06	-5.100838e-05	-6.032799e-05	-9.175188e-07	5.087146e-06	-5.417367e-05	-4.126128e-05	-1.051116e-05	-1.015354e-05
7.943282e+01	1.537064e-03	1.385893e-03	-3.933000e-04	-3.887191e-04	-9.859661e-06	-1.002023e-05	-2.987964e-06	-5.090939e-06	-2.813213e-05	-3.505016e-05	-5.340504e-07	3.342717e-06	-2.931769e-05	-2.353717e-05	-5.786380e-06	-6.110453e-06
1.039122e+02	1.162508e-03	9.800660e-04	-2.978179e-04	-2.772704e-04	-5.741648e-06	-5.422990e-06	-1.777903e-06	-2.778980e-06	-1.653398e-05	-1.900148e-05	-3.366620e-07	1.841007e-06	-1.682647e-05	-1.265981e-05	-3.399782e-06	-3.317552e-06
1.359356e+02	8.417081e-04	7.584173e-04	-2.156280e-04	-2.160770e-04	-3.154534e-06	-3.146087e-06	-9.942318e-07	-1.630062e-06	-9.152279e-06	-1.092917e-05	-1.941440e-07	1.180177e-06	-9.165273e-06	-7.106189e-06	-1.879275e-06	-1.967457e-06
1.778279e+02	6.302692e-04	5.504244e-04	-1.612393e-04	-1.571293e-04	-1.833302e-06	-1.849370e-06	-5.902143e-07	-9.652994e-07	-5.371018e-06	-6.443486e-06	-1.210899e-07	7.196362e-07	-5.239787e-06	-4.116990e-06	-1.102953e-06	-1.164369e-06
2.326305e+02	4.638429e-04	4.131963e-04	-1.182994e-04	-1.181587e-04	-1.009426e-06	-9.960768e-07	-3.344055e-07	-5.293951e-07	-2.998192e-06	-3.465323e-06	-7.378266e-08	4.362017e-07	-2.804064e-06	-2.107009e-06	-6.170246e-07	-6.438448e-07
3.043220e+02	3.431688e-04	3.115164e-04	-8.705729e-05	-8.877724e-05	-5.815459e-07	-5.843475e-07	-1.986602e-07	-3.168866e-07	-1.754058e-06	-2.038568e-06	-4.820596e-08	2.922346e-07	-1.545309e-06	-1.148009e-06	-3.635770e-07	-3.896438e-07
3.981072e+02	2.568432e-04	2.248962e-04	-6.490092e-05	-6.380853e-05	-3.243761e-07	-3.187185e-07	-1.144722e-07	-1.772219e-07	-9.940132e-07	-1.120089e-06	-2.989812e-08	1.847209e-07	-8.263654e-07	-5.631290e-07	-2.070275e-07	-2.206108e-07
5.207948e+02	1.867975e-04	1.728421e-04	-4.713976e-05	-4.911955e-05	-1.806088e-07	-1.808432e-07	-6.404696e-08	-1.022961e-07	-5.537068e-07	-6.361357e-07	-1.618925e-08	1.121969e-07	-4.678696e-07	-3.028054e-07	-1.145755e-07	-1.276762e-07
6.812921e+02	1.401462e-04	1.235691e-04	-3.551804e-05	-3.537977e-05	-1.049460e-07	-1.077153e-07	-3.666050e-08	-5.899755e-08	-3.184685e-07	-3.753944e-07	-8.026463e-09	5.155231e-08	-2.912238e-07	-2.193809e-07	-6.454273e-08	-7.115440e-08
8.912509e+02	1.024548e-04	9.293425e-05	-2.616785e-05	-2.681601e-05	-5.834243e-08	-5.770230e-08	-1.949676e-08	-3.101226e-08	-1.725118e-07	-1.992291e-07	-2.862036e-09	2.109556e-08	-1.837002e-07	-1.349386e-07	-3.352802e-08	-3.603690e-08
1.165914e+03	7.464071e-05	6.876075e-05	-1.922321e-05	-2.009663e-05	-3.317323e-08	-3.410809e-08	-1.066377e-08	-1.778241e-08	-9.598032e-08	-1.165133e-07	-8.613728e-10	7.783496e-09	-1.149278e-07	-9.217120e-08	-1.791001e-08	-1.973858e-08
1.525223e+03	5.583680e-05	4.893108e-05	-1.443692e-05	-1.451286e-05	-1.900977e-08	-1.873602e-08	-5.959323e-09	-9.296478e-09	-5.421870e-08	-6.303162e-08	-1.684102e-10	5.016980e-10	-7.038571e-08	-6.059341e-08	-9.771270e-09	-9.567400e-09
1.995262e+03	4.127315e-05	3.740086e-05	-1.067875e-05	-1.114439e-05	-1.065316e-08	-1.056795e-08	-3.333382e-09	-5.070426e-09	-3.033537e-08	-3.513220e-08	-2.855162e-11	-1.345753e-09	-4.043288e-08	-3.854215e-08	-5.372998e-09	-4.851808e-09
2.610157e+03	3.055814e-05	2.703271e-05	-7.889883e-06	-8.027890e-06	-6.024008e-09	-6.338189e-09	-1.907200e-09	-3.171597e-09	-1.725291e-08	-2.134881e-08	-2.001818e-11	1.317112e-10	-2.286688e-08	-2.069944e-08	-3.043667e-09	-3.218507e-09
3.414549e+03	2.273831e-05	2.058072e-05	-5.857495e-06	-6.113553e-06	-3.435677e-09	-3.404985e-09	-1.097929e-09	-1.707132e-09	-9.883772e-09	-1.145974e-08	-1.085986e-11	-3.230486e-11	-1.307974e-08	-1.144087e-08	-1.734894e-09	-1.692560e-09
4.466836e+03	1.699393e-05	1.542551e-05	-4.367853e-06	-4.574097e-06	-1.962363e-09	-2.037086e-09	-6.323490e-10	-1.028247e-09	-5.667576e-09	-6.868208e-09	-5.382762e-12	-1.753652e-12	-7.499743e-09	-6.810478e-09	-9.895980e-10	-1.018613e-09
5.843414e+03	1.266382e-05	1.128397e-05	-3.247617e-06	-3.338487e-06	-1.110956e-09	-1.115672e-09	-3.605690e-10	-5.699170e-10	-3.219360e-09	-3.774830e-09	-2.490069e-12	2.569094e-11	-4.263908e-09	-3.667984e-09	-5.593591e-10	-5.670466e-10
7.644223e+03	9.430097e-06	8.629313e-06	-2.413368e-06	-2.549786e-06	-6.281678e-10	-6.373007e-10	-2.048879e-10	-3.280344e-10	-1.824416e-09	-2.160083e-09	-1.038328e-12	1.393425e-11	-2.422200e-09	-2.103973e-09	-3.156902e-10	-3.236298e-10
