-7.740000e+00	0.000000e+00	-9.377274e-01	-3.721690e-06
-7.739307e+00	0.000000e+00	-9.387012e-01	-3.724762e-06
-7.738609e+00	0.000000e+00	-9.396833e-01	-3.727852e-06
-7.737906e+00	0.000000e+00	-9.406736e-01	-3.730917e-06
-7.737198e+00	0.000000e+00	-9.416724e-01	-3.733995e-06
-7.736486e+00	0.000000e+00	-9.426795e-01	-3.737089e-06
-7.735768e+00	0.000000e+00	-9.436952e-01	-3.740198e-06
-7.735046e+00	0.000000e+00	-9.447195e-01	-3.743328e-06
-7.734318e+00	0.000000e+00	-9.457524e-01	-3.746477e-06
-7.733586e+00	0.000000e+00	-9.467942e-01	-3.749643e-06
-7.732848e+00	0.000000e+00	-9.478448e-01	-3.752795e-06
-7.732105e+00	0.000000e+00	-9.489044e-01	-3.755953e-06
-7.731357e+00	0.000000e+00	-9.499731e-01	-3.759129e-06
-7.730604e+00	0.000000e+00	-9.510509e-01	-3.762322e-06
-7.729846e+00	0.000000e+00	-9.521379e-01	-3.765532e-06
-7.729083e+00	0.000000e+00	-9.532342e-01	-3.768760e-06
-7.728314e+00	0.000000e+00	-9.543400e-01	-3.772005e-06
-7.727540e+00	0.000000e+00	-9.554540e-01	-3.775080e-06
-7.726760e+00	0.000000e+00	-9.565776e-01	-3.778177e-06
-7.725975e+00	0.000000e+00	-9.577107e-01	-3.781361e-06
-7.725185e+00	0.000000e+00	-9.588536e-01	-3.784561e-06
-7.724389e+00	0.000000e+00	-9.600064e-01	-3.787779e-06
-7.723587e+00	0.000000e+00	-9.611693e-01	-3.791103e-06
-7.722780e+00	0.000000e+00	-9.623422e-01	-3.794443e-06
-7.721968e+00	0.000000e+00	-9.635254e-01	-3.797804e-06
-7.721150e+00	0.000000e+00	-9.647189e-01	-3.801189e-06
-7.720326e+00	0.000000e+00	-9.659229e-01	-3.804591e-06
-7.719496e+00	0.000000e+00	-9.671373e-01	-3.808010e-06
-7.718661e+00	0.000000e+00	-9.683624e-01	-3.811446e-06
-7.717820e+00	0.000000e+00	-9.695982e-01	-3.814900e-06
-7.716973e+00	0.000000e+00	-9.708449e-01	-3.818369e-06
-7.716120e+00	0.000000e+00	-9.721028e-01	-3.821847e-06
-7.715262e+00	0.000000e+00	-9.733718e-01	-3.825333e-06
-7.714397e+00	0.000000e+00	-9.746519e-01	-3.828808e-06
-7.713526e+00	0.000000e+00	-9.759434e-01	-3.832463e-06
-7.712650e+00	0.000000e+00	-9.772464e-01	-3.836206e-06
-7.711767e+00	0.000000e+00	-9.785610e-01	-3.839968e-06
-7.710878e+00	0.000000e+00	-9.798873e-01	-3.843749e-06
-7.709983e+00	0.000000e+00	-9.812254e-01	-3.847550e-06
-7.709082e+00	0.000000e+00	-9.825756e-01	-3.851533e-06
-7.708174e+00	0.000000e+00	-9.839379e-01	-3.855568e-06
-7.707261e+00	0.000000e+00	-9.853126e-01	-3.859629e-06
-7.706340e+00	0.000000e+00	-9.866996e-01	-3.863713e-06
-7.705414e+00	0.000000e+00	-9.880991e-01	-3.867861e-06
-7.704481e+00	0.000000e+00	-9.895111e-01	-3.872110e-06
-7.703542e+00	0.000000e+00	-9.909359e-01	-3.876382e-06
-7.702596e+00	0.000000e+00	-9.923736e-01	-3.880677e-06
-7.701643e+00	0.000000e+00	-9.938244e-01	-3.884992e-06
-7.700684e+00	0.000000e+00	-9.952883e-01	-3.889319e-06
-7.699719e+00	0.000000e+00	-9.967656e-01	-3.893668e-06
-7.698746e+00	0.000000e+00	-9.982563e-01	-3.898030e-06
-7.697767e+00	0.000000e+00	-9.997606e-01	-3.902515e-06
-7.696781e+00	0.000000e+00	-1.001279e+00	-3.907163e-06
-7.695788e+00	0.000000e+00	-1.002811e+00	-3.911836e-06
-7.694789e+00	0.000000e+00	-1.004357e+00	-3.916535e-06
-7.693782e+00	0.000000e+00	-1.005917e+00	-3.921261e-06
-7.692769e+00	0.000000e+00	-1.007492e+00	-3.926006e-06
-7.691748e+00	0.000000e+00	-1.009081e+00	-3.930759e-06
-7.690721e+00	0.000000e+00	-1.010685e+00	-3.935539e-06
-7.689686e+00	0.000000e+00	-1.012304e+00	-3.940344e-06
-7.688644e+00	0.000000e+00	-1.013938e+00	-3.945175e-06
-7.687595e+00	0.000000e+00	-1.015588e+00	-3.949949e-06
-7.686538e+00	0.000000e+00	-1.017252e+00	-3.954739e-06
-7.685475e+00	0.000000e+00	-1.018933e+00	-3.959611e-06
-7.684403e+00	0.000000e+00	-1.020629e+00	-3.964464e-06
-7.683325e+00	0.000000e+00	-1.022341e+00	-3.969341e-06
-7.682239e+00	0.000000e+00	-1.024069e+00	-3.974330e-06
-7.681145e+00	0.000000e+00	-1.025814e+00	-3.979533e-06
-7.680044e+00	0.000000e+00	-1.027575e+00	-3.984762e-06
-7.678935e+00	0.000000e+00	-1.029352e+00	-3.990020e-06
-7.677819e+00	0.000000e+00	-1.031147e+00	-3.995275e-06
-7.676695e+00	0.000000e+00	-1.032959e+00	-4.000467e-06
-7.675563e+00	0.000000e+00	-1.034788e+00	-4.005682e-06
-7.674423e+00	0.000000e+00	-1.036635e+00	-4.010922e-06
-7.673275e+00	0.000000e+00	-1.038499e+00	-4.016004e-06
-7.672120e+00	0.000000e+00	-1.040381e+00	-4.021102e-06
-7.670956e+00	0.000000e+00	-1.042282e+00	-4.026091e-06
-7.669784e+00	0.000000e+00	-1.044201e+00	-4.031120e-06
-7.668604e+00	0.000000e+00	-1.046138e+00	-4.036180e-06
-7.667416e+00	0.000000e+00	-1.048095e+00	-4.041261e-06
-7.666220e+00	0.000000e+00	-1.050070e+00	-4.046362e-06
-7.665015e+00	0.000000e+00	-1.052064e+00	-4.051480e-06
-7.663802e+00	0.000000e+00	-1.054078e+00	-4.056645e-06
-7.662581e+00	0.000000e+00	-1.056112e+00	-4.061866e-06
-7.661351e+00	0.000000e+00	-1.058166e+00	-4.067108e-06
-7.660113e+00	0.000000e+00	-1.060241e+00	-4.072369e-06
-7.658866e+00	0.000000e+00	-1.062335e+00	-4.077581e-06
-7.657610e+00	0.000000e+00	-1.064451e+00	-4.082733e-06
-7.656346e+00	0.000000e+00	-1.066587e+00	-4.087807e-06
-7.655073e+00	0.000000e+00	-1.068745e+00	-4.092892e-06
-7.653791e+00	0.000000e+00	-1.070924e+00	-4.097950e-06
-7.652501e+00	0.000000e+00	-1.073125e+00	-4.102963e-06
-7.651201e+00	0.000000e+00	-1.075348e+00	-4.107833e-06
