1.014409e-04	7.651147e+00	7.915212e-02	1.672575e+00	-6.031139e-01	-6.808495e+00	1.371950e+00	1.016317e-01	-6.458329e-02
1.078112e-04	7.651204e+00	7.915111e-02	1.640001e+00	-6.031188e-01	-6.808529e+00	1.339730e+00	1.015986e-01	-6.458923e-02
1.202143e-04	7.651844e+00	7.918685e-02	1.551615e+00	-6.031630e-01	-6.809050e+00	1.252202e+00	1.016433e-01	-6.458928e-02
1.404753e-04	7.652283e+00	7.920334e-02	1.469567e+00	-6.031951e-01	-6.809383e+00	1.170999e+00	1.016050e-01	-6.460029e-02
1.717430e-04	7.652886e+00	7.922453e-02	1.372721e+00	-6.032394e-01	-6.809835e+00	1.075149e+00	1.015452e-01	-6.461641e-02
2.192141e-04	7.653672e+00	7.924941e-02	1.267476e+00	-6.032979e-01	-6.810415e+00	9.709881e-01	1.014517e-01	-6.463966e-02
2.913702e-04	7.654660e+00	7.927556e-02	1.159927e+00	-6.033725e-01	-6.811128e+00	8.645544e-01	1.013027e-01	-6.467353e-02
4.020675e-04	7.655861e+00	7.929788e-02	1.055286e+00	-6.034652e-01	-6.811965e+00	7.610227e-01	1.010599e-01	-6.472398e-02
5.740472e-04	7.657260e+00	7.930620e-02	9.575279e-01	-6.035771e-01	-6.812883e+00	6.643556e-01	1.006563e-01	-6.480114e-02
8.447957e-04	7.658790e+00	7.928124e-02	8.692486e-01	-6.037069e-01	-6.813780e+00	5.771816e-01	9.997656e-02	-6.492202e-02
1.276240e-03	7.660275e+00	7.918744e-02	7.917161e-01	-6.038481e-01	-6.814430e+00	5.008606e-01	9.882409e-02	-6.511503e-02
1.970564e-03	7.661340e+00	7.896103e-02	7.250264e-01	-6.039839e-01	-6.814395e+00	4.356735e-01	9.686740e-02	-6.542725e-02
3.095467e-03	7.661248e+00	7.848992e-02	6.682959e-01	-6.040783e-01	-6.812853e+00	3.810666e-01	9.355407e-02	-6.593597e-02
4.923344e-03	7.658636e+00	7.758125e-02	6.198140e-01	-6.040612e-01	-6.808341e+00	3.358897e-01	8.797823e-02	-6.676638e-02
7.889624e-03	7.651086e+00	7.590979e-02	5.771004e-01	-6.038030e-01	-6.798330e+00	2.985837e-01	7.868823e-02	-6.811680e-02
1.267488e-02	7.634459e+00	7.293903e-02	5.368272e-01	-6.030736e-01	-6.778596e+00	2.672941e-01	6.343279e-02	-7.029111e-02
2.031140e-02	7.601887e+00	6.780622e-02	4.946002e-01	-6.014764e-01	-6.742324e+00	2.399017e-01	3.888448e-02	-7.373194e-02
3.230531e-02	7.542348e+00	5.917185e-02	4.446570e-01	-5.983466e-01	-6.678954e+00	2.139890e-01	4.825027e-04	-7.903266e-02
5.074689e-02	7.438914e+00	4.507406e-02	3.796971e-01	-5.926089e-01	-6.573045e+00	1.867959e-01	-5.724781e-02	-8.687668e-02
7.835515e-02	7.267336e+00	2.294827e-02	2.914033e-01	-5.826259e-01	-6.404066e+00	1.553056e-01	-1.391908e-01	-9.780578e-02
1.183718e-01	6.996904e+00	-9.782917e-03	1.727351e-01	-5.661606e-01	-6.149148e+00	1.167276e-01	-2.459402e-01	-1.116850e-01
1.742017e-01	6.596958e+00	-5.392814e-02	2.319545e-02	-5.407049e-01	-5.791358e+00	6.971510e-02	-3.676126e-01	-1.268449e-01
2.487144e-01	6.051039e+00	-1.054672e-01	-1.438249e-01	-5.044096e-01	-5.332679e+00	1.625860e-02	-4.783782e-01	-1.393729e-01
3.432060e-01	5.373426e+00	-1.533554e-01	-2.979900e-01	-4.573920e-01	-4.802139e+00	-3.701787e-02	-5.405756e-01	-1.438003e-01
