1.014409e-04	1.456689e+01	2.508412e+00	1.296886e-01	6.683628e-02
1.078112e-04	1.456683e+01	2.508396e+00	1.214127e-01	6.683757e-02
1.202143e-04	1.456704e+01	2.508435e+00	9.989957e-02	6.683763e-02
1.404753e-04	1.456704e+01	2.508425e+00	7.925272e-02	6.684015e-02
1.717430e-04	1.456700e+01	2.508404e+00	5.488537e-02	6.684406e-02
2.192141e-04	1.456689e+01	2.508363e+00	2.841231e-02	6.685005e-02
2.913702e-04	1.456664e+01	2.508286e+00	1.375851e-03	6.685922e-02
4.020675e-04	1.456614e+01	2.508146e+00	-2.489589e-02	6.687340e-02
5.740472e-04	1.456519e+01	2.507894e+00	-4.937332e-02	6.689558e-02
8.447957e-04	1.456342e+01	2.507449e+00	-7.134938e-02	6.693071e-02
1.276240e-03	1.456025e+01	2.506672e+00	-9.041117e-02	6.698695e-02
1.970564e-03	1.455462e+01	2.505326e+00	-1.063722e-01	6.707776e-02
3.095467e-03	1.454480e+01	2.503017e+00	-1.191790e-01	6.722502e-02
4.923344e-03	1.452788e+01	2.499088e+00	-1.288008e-01	6.746383e-02
7.889624e-03	1.449916e+01	2.492480e+00	-1.351077e-01	6.784886e-02
1.267488e-02	1.445111e+01	2.481513e+00	-1.377348e-01	6.846171e-02
2.031140e-02	1.437213e+01	2.463615e+00	-1.359370e-01	6.941589e-02
3.230531e-02	1.424497e+01	2.435011e+00	-1.284466e-01	7.085129e-02
5.074689e-02	1.404527e+01	2.390486e+00	-1.133951e-01	7.290083e-02
7.835515e-02	1.374118e+01	2.323473e+00	-8.844421e-02	7.560164e-02
1.183718e-01	1.329585e+01	2.226945e+00	-5.141325e-02	7.872435e-02
1.742017e-01	1.267547e+01	2.095664e+00	-1.756080e-03	8.154409e-02
2.487144e-01	1.186389e+01	1.929727e+00	5.721577e-02	8.271752e-02
3.432060e-01	1.087903e+01	1.737606e+00	1.168472e-01	8.059543e-02
4.561750e-01	9.779935e+00	1.535433e+00	1.650772e-01	7.415280e-02
5.822655e-01	8.656948e+00	1.341658e+00	1.925444e-01	6.399522e-02
7.118690e-01	7.611167e+00	1.171292e+00	1.983840e-01	5.235194e-02
8.318475e-01	6.734209e+00	1.034180e+00	1.899770e-01	4.183005e-02
9.275477e-01	6.093763e+00	9.363026e-01	1.773406e-01	3.414319e-02
9.857958e-01	5.728551e+00	8.810227e-01	1.680878e-01	2.987434e-02
1.014409e+00	5.555795e+00	8.549580e-01	1.632641e-01	2.790123e-02
1.078112e+00	5.186597e+00	7.993524e-01	1.521165e-01	2.381060e-02
1.202143e+00	4.527078e+00	6.999856e-01	1.299272e-01	1.704215e-02
1.404753e+00	3.609044e+00	5.603895e-01	9.619382e-02	9.115364e-03
1.717430e+00	2.536417e+00	3.932150e-01	5.676730e-02	2.651925e-03
2.192141e+00	1.521527e+00	2.291125e-01	2.479704e-02	-1.030312e-04
2.913702e+00	8.011144e-01	1.098110e-01	9.419151e-03	1.414899e-04
4.020675e+00	4.232280e-01	4.994038e-02	5.039704e-03	6.746170e-04
5.740472e+00	2.466322e-01	2.581680e-02	3.074209e-03	5.725031e-04
8.447957e+00	1.520517e-01	1.468967e-02	1.632362e-03	3.269846e-04
1.276240e+01	9.398941e-02	8.409083e-03	7.805970e-04	1.738024e-04
1.970564e+01	5.790637e-02	4.745151e-03	3.437145e-04	8.877797e-05
3.095467e+01	3.571712e-02	2.707948e-03	1.390832e-04	4.080031e-05
4.923344e+01	2.189835e-02	1.568232e-03	5.313763e-05	1.715486e-05
7.889624e+01	1.329125e-02	9.098344e-04	1.980350e-05	6.888043e-06
1.267488e+02	8.035509e-03	5.294721e-04	7.315074e-06	2.715811e-06
2.031140e+02	4.906473e-03	3.113736e-04	2.698961e-06	1.097875e-06
3.230531e+02	3.060811e-03	1.860860e-04	1.003340e-06	4.686295e-07
5.074689e+02	1.903022e-03	1.125052e-04	3.874174e-07	1.918908e-07
7.835515e+02	1.154731e-03	6.867477e-05	1.594990e-07	6.980383e-08
1.183718e+03	7.109129e-04	4.293880e-05	6.924003e-08	2.537885e-08
1.742017e+03	4.618400e-04	2.790578e-05	3.127425e-08	1.068382e-08
2.487144e+03	3.152812e-04	1.888116e-05	1.489361e-08	5.133529e-09
3.432060e+03	2.238403e-04	1.329117e-05	7.604815e-09	2.677741e-09
4.561750e+03	1.652802e-04	9.755302e-06	4.201682e-09	1.504742e-09
5.822655e+03	1.273023e-04	7.485938e-06	2.527566e-09	9.156036e-10
7.118690e+03	1.025807e-04	6.020472e-06	1.664033e-09	6.065893e-10
8.318475e+03	8.670709e-05	5.085414e-06	1.203938e-09	4.397619e-10
9.275477e+03	7.704873e-05	4.519713e-06	9.603147e-10	3.504841e-10
9.857958e+03	7.768604e-05	4.563834e-06	1.052735e-09	3.807614e-10
