  0.4935271E+00  0.3236910E-02  0.1095424E+00           4          75
  0.1476368E-03  0.4506851E-01 -0.1788958E-01 -0.2441527E-01  0.4880255E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7785206E-03  0.4502865E-01 -0.1787076E-01 -0.2437286E-01  0.4871576E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1916108E-02  0.4495687E-01 -0.1783687E-01 -0.2429726E-01  0.4855959E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3565090E-02  0.4485301E-01 -0.1778786E-01 -0.2418801E-01  0.4833402E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5731950E-02  0.4471688E-01 -0.1772365E-01 -0.2404508E-01  0.4803901E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8425210E-02  0.4454823E-01 -0.1764415E-01 -0.2386845E-01  0.4767457E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1165551E-01  0.4434674E-01 -0.1754924E-01 -0.2365808E-01  0.4724070E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1543569E-01  0.4411206E-01 -0.1743878E-01 -0.2341394E-01  0.4673743E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1978089E-01  0.4384376E-01 -0.1731261E-01 -0.2313604E-01  0.4616484E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2470864E-01  0.4354137E-01 -0.1717057E-01 -0.2282436E-01  0.4552305E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3023904E-01  0.4320435E-01 -0.1701245E-01 -0.2247896E-01  0.4481228E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3639486E-01  0.4283214E-01 -0.1683804E-01 -0.2209989E-01  0.4403280E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4320175E-01  0.4242410E-01 -0.1664713E-01 -0.2168730E-01  0.4318505E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5068846E-01  0.4197958E-01 -0.1643947E-01 -0.2124137E-01  0.4226956E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5888703E-01  0.4149787E-01 -0.1621483E-01 -0.2076238E-01  0.4128708E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
