1.021691e-06	9.103545e+00	4.121371e+00	4.462118e+00	1.146456e+00	
1.119427e-06	9.103544e+00	4.121371e+00	4.462117e+00	1.146456e+00	
1.318058e-06	9.103541e+00	4.121369e+00	4.462115e+00	1.146455e+00	
1.664945e-06	9.103537e+00	4.121366e+00	4.462112e+00	1.146454e+00	
2.250704e-06	9.103530e+00	4.121362e+00	4.462107e+00	1.146452e+00	
3.245658e-06	9.103518e+00	4.121354e+00	4.462097e+00	1.146449e+00	
4.973564e-06	9.103497e+00	4.121341e+00	4.462081e+00	1.146444e+00	
8.062106e-06	9.103459e+00	4.121317e+00	4.462051e+00	1.146434e+00	
1.375376e-05	9.103389e+00	4.121274e+00	4.461996e+00	1.146417e+00	
2.455430e-05	9.103256e+00	4.121191e+00	4.461891e+00	1.146383e+00	
4.559305e-05	9.102998e+00	4.121030e+00	4.461688e+00	1.146319e+00	
8.747538e-05	9.102483e+00	4.120709e+00	4.461282e+00	1.146190e+00	
1.722222e-04	9.101443e+00	4.120059e+00	4.460461e+00	1.145929e+00	
3.454540e-04	9.099316e+00	4.118731e+00	4.458782e+00	1.145395e+00	
7.007845e-04	9.094956e+00	4.116009e+00	4.455341e+00	1.144302e+00	
1.426972e-03	9.086052e+00	4.110453e+00	4.448315e+00	1.142071e+00	
2.894741e-03	9.068081e+00	4.099245e+00	4.434137e+00	1.137573e+00	
5.806451e-03	9.032536e+00	4.077107e+00	4.406109e+00	1.128696e+00	
1.143179e-02	8.964262e+00	4.034687e+00	4.352325e+00	1.111718e+00	
2.193317e-02	8.838196e+00	3.956719e+00	4.253201e+00	1.080621e+00	
4.072606e-02	8.617022e+00	3.821056e+00	4.079988e+00	1.026880e+00	
7.270739e-02	8.253321e+00	3.601099e+00	3.797582e+00	9.408538e-01	
1.240371e-01	7.701421e+00	3.274802e+00	3.376691e+00	8.161928e-01	
2.010631e-01	6.941646e+00	2.840575e+00	2.817562e+00	6.569786e-01	
3.081040e-01	6.008704e+00	2.331832e+00	2.173547e+00	4.826203e-01	
4.443054e-01	5.001641e+00	1.814657e+00	1.545493e+00	3.224413e-01	
6.006205e-01	4.055275e+00	1.361741e+00	1.032656e+00	1.999936e-01	
7.586922e-01	3.285468e+00	1.019978e+00	6.798866e-01	1.213056e-01	
8.933145e-01	2.751421e+00	7.989275e-01	4.731383e-01	7.804590e-02	
9.787696e-01	2.461243e+00	6.850223e-01	3.748865e-01	5.849461e-02	
1.021691e+00	2.328154e+00	6.343702e-01	3.332984e-01	5.046496e-02	
1.119427e+00	2.053532e+00	5.332433e-01	2.546298e-01	3.576801e-02	
1.318058e+00	1.599485e+00	3.771340e-01	1.466200e-01	1.702315e-02	
1.664945e+00	1.054844e+00	2.117769e-01	5.579078e-02	3.626003e-03	
2.250704e+00	5.603293e-01	8.936744e-02	1.256208e-02	-3.336692e-04	
3.245658e+00	2.400172e-01	3.090590e-02	3.892085e-03	3.360173e-04	
4.973564e+00	9.730673e-02	1.216310e-02	2.390182e-03	5.936053e-04	
8.062106e+00	4.544762e-02	5.285323e-03	1.107707e-03	3.603653e-04	
1.375376e+01	2.308157e-02	2.987845e-03	3.527055e-04	1.413381e-04	
2.455430e+01	1.192039e-02	1.971672e-03	8.420262e-05	3.700542e-05	
4.559305e+01	6.479221e-03	9.506223e-04	2.185766e-05	1.149440e-05	
8.747538e+01	4.903012e-03	4.644856e-04	3.672744e-06	6.872192e-06	
1.722222e+02	1.834756e-03	1.833518e-04	1.311529e-06	1.089153e-06	
3.454540e+02	-7.940658e-04	2.916314e-05	8.699969e-07	-6.861137e-07	
7.007845e+02	-3.593689e-04	1.282980e-05	2.008199e-07	-1.531934e-07	
1.426972e+03	8.944429e-05	1.333446e-05	2.475356e-08	2.551017e-11	
2.894741e+03	6.234237e-05	6.741674e-06	4.762904e-09	1.328849e-09	
5.806451e+03	3.010297e-05	3.155817e-06	1.113583e-09	3.257480e-10	
1.143179e+04	1.493189e-05	1.515954e-06	2.705894e-10	8.433286e-11	
2.193317e+04	7.615349e-06	7.510969e-07	6.959414e-11	2.295281e-11	
4.072606e+04	4.017947e-06	3.863766e-07	1.921663e-11	6.649548e-12	
7.270739e+04	2.207990e-06	2.077298e-07	5.770365e-12	2.080628e-12	
1.240371e+05	1.271604e-06	1.174464e-07	1.907195e-12	7.124694e-13	
2.010631e+05	7.717941e-07	7.022449e-08	7.016212e-13	2.701691e-13	
3.081040e+05	4.961842e-07	4.463062e-08	2.902184e-13	1.146385e-13	
4.443054e+05	3.394391e-07	3.027990e-08	1.361943e-13	5.492603e-14	
6.006205e+05	2.481169e-07	2.200936e-08	7.307266e-14	2.994740e-14	
7.586922e+05	1.945094e-07	1.718381e-08	4.511713e-14	1.870842e-14	
8.933145e+05	1.640494e-07	1.442845e-08	3.223708e-14	1.347500e-14	
9.787696e+05	1.492326e-07	1.307101e-08	2.671905e-14	1.123741e-14	
